ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006654	GO:0006654	phosphatidic acid biosynthetic process	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	ACP6/PLA2G4A	2
GO:0010863	GO:0010863	positive regulation of phospholipase C activity	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	P2RY6/AGT	2
GO:0017001	GO:0017001	antibiotic catabolic process	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	ALDH3B2/AKR1B10	2
GO:0035886	GO:0035886	vascular smooth muscle cell differentiation	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	MESP1/COMP	2
GO:0042088	GO:0042088	T-helper 1 type immune response	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	IL23A/CCL19	2
GO:0099622	GO:0099622	cardiac muscle cell membrane repolarization	2/899	42/17913	0.630026740217508	0.919002034949074	0.837603772133571	RNF207/KCNE4	2
GO:0097191	GO:0097191	extrinsic apoptotic signaling pathway	10/899	213/17913	0.631052333931057	0.919613765328179	0.838161320053577	KRT8/ITM2C/DEPTOR/KRT18/PMAIP1/LCN2/CD27/GCLC/FGB/AGT	10
GO:0043433	GO:0043433	negative regulation of DNA-binding transcription factor activity	8/899	171/17913	0.631108377115745	0.919613765328179	0.838161320053577	EZH2/TONSL/TRAIP/IRAK1/FOXP3/AIM2/CDKN2A/TWIST1	8
GO:0097696	GO:0097696	STAT cascade	7/899	150/17913	0.631901748536594	0.919613765328179	0.838161320053577	TNFRSF18/IL23A/IL31RA/EGF/PTK6/CRLF1/AGT	7
GO:0050830	GO:0050830	defense response to Gram-positive bacterium	4/899	86/17913	0.632362420856613	0.919613765328179	0.838161320053577	H2BC8/PGLYRP4/H2BC4/KRT6A	4
GO:1901863	GO:1901863	positive regulation of muscle tissue development	4/899	86/17913	0.632362420856613	0.919613765328179	0.838161320053577	CCNB1/KAT2A/CDK1/GREM1	4
GO:1903321	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	4/899	86/17913	0.632362420856613	0.919613765328179	0.838161320053577	SOX4/MAD2L1/LIMK1/GCLC	4
GO:0051588	GO:0051588	regulation of neurotransmitter transport	6/899	129/17913	0.63352387281563	0.919613765328179	0.838161320053577	STX1A/CHRNA5/SYT12/TNFSF11/APBA2/PFN2	6
GO:0090066	GO:0090066	regulation of anatomical structure size	21/899	442/17913	0.634407440946454	0.919613765328179	0.838161320053577	IQGAP3/SPP1/SPTBN2/CRABP2/PAK1/WNT3/KCNN4/BAIAP2L1/LIMK1/TRIM46/COMP/DEPTOR/VIL1/SPTB/CIT/GCLC/FGB/EDN2/PFN2/AGT/CPS1	21
GO:1904950	GO:1904950	negative regulation of establishment of protein localization	9/899	193/17913	0.637039462109609	0.919613765328179	0.838161320053577	LGR4/FERMT1/TNFRSF21/FOXP3/DERL3/IDH2/BMP8A/SRCIN1/IL36RN	9
GO:0003143	GO:0003143	embryonic heart tube morphogenesis	3/899	65/17913	0.640004104504053	0.919613765328179	0.838161320053577	STIL/MESP1/RNF207	3
GO:0006513	GO:0006513	protein monoubiquitination	3/899	65/17913	0.640004104504053	0.919613765328179	0.838161320053577	UBE2T/UHRF1/DTL	3
GO:0006801	GO:0006801	superoxide metabolic process	3/899	65/17913	0.640004104504053	0.919613765328179	0.838161320053577	NQO1/NOXA1/AGT	3
GO:0035308	GO:0035308	negative regulation of protein dephosphorylation	3/899	65/17913	0.640004104504053	0.919613765328179	0.838161320053577	PPP1R14B/PPP1R14D/PPP1R35	3
GO:0048864	GO:0048864	stem cell development	3/899	65/17913	0.640004104504053	0.919613765328179	0.838161320053577	MSI2/PITX2/TWIST1	3
GO:0016571	GO:0016571	histone methylation	6/899	130/17913	0.640967177635618	0.919613765328179	0.838161320053577	EZH2/SUV39H2/KPNA7/DNMT3B/H1-4/H1-2	6
GO:0016999	GO:0016999	antibiotic metabolic process	6/899	130/17913	0.640967177635618	0.919613765328179	0.838161320053577	IDH2/ALDH3B2/NOXA1/MMP3/AKR1B10/HAL	6
GO:0007584	GO:0007584	response to nutrient	10/899	215/17913	0.642715390939244	0.919613765328179	0.838161320053577	SPP1/COL1A1/TYMS/BRIP1/CYP27B1/CYP24A1/NQO1/DNMT3B/POSTN/GCLC	10
GO:0010883	GO:0010883	regulation of lipid storage	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	IKBKE/HILPDA	2
GO:0021762	GO:0021762	substantia nigra development	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	SYNGR3/BASP1	2
GO:0042771	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	CHEK2/MIF	2
GO:0046473	GO:0046473	phosphatidic acid metabolic process	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	ACP6/PLA2G4A	2
GO:0097028	GO:0097028	dendritic cell differentiation	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	UBD/CCL19	2
GO:1902373	GO:1902373	negative regulation of mRNA catabolic process	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	PKP3/E2F1	2
GO:1902743	GO:1902743	regulation of lamellipodium organization	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	PLXNB3/VIL1	2
GO:1990090	GO:1990090	cellular response to nerve growth factor stimulus	2/899	43/17913	0.642852213986713	0.919613765328179	0.838161320053577	KAT2A/E2F1	2
GO:0051091	GO:0051091	positive regulation of DNA-binding transcription factor activity	12/899	257/17913	0.642878625912911	0.919613765328179	0.838161320053577	IRAK1/GREM1/ADAM8/CARD14/TRAF5/CARD11/TNFSF11/TRIM31/AIM2/FOXA1/AGT/ADGRF1	12
GO:0000966	GO:0000966	RNA 5'-end processing	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	RPP40	1
GO:0002052	GO:0002052	positive regulation of neuroblast proliferation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	ASPM	1
GO:0002320	GO:0002320	lymphoid progenitor cell differentiation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SOX4	1
GO:0006817	GO:0006817	phosphate ion transport	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	XPR1	1
GO:0007289	GO:0007289	spermatid nucleus differentiation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SRPK1	1
GO:0008356	GO:0008356	asymmetric cell division	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	ASPM	1
GO:0010002	GO:0010002	cardioblast differentiation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	GREM1	1
GO:0014821	GO:0014821	phasic smooth muscle contraction	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	EDN2	1
GO:0015012	GO:0015012	heparan sulfate proteoglycan biosynthetic process	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	UGDH	1
GO:0019400	GO:0019400	alditol metabolic process	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SORD	1
GO:0030878	GO:0030878	thyroid gland development	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SIX1	1
GO:0032211	GO:0032211	negative regulation of telomere maintenance via telomerase	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	PIF1	1
GO:0032402	GO:0032402	melanosome transport	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	CDH3	1
GO:0032516	GO:0032516	positive regulation of phosphoprotein phosphatase activity	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	PPP1R14D	1
GO:0032769	GO:0032769	negative regulation of monooxygenase activity	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	CYP27B1	1
GO:0032816	GO:0032816	positive regulation of natural killer cell activation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	IL23A	1
GO:0034311	GO:0034311	diol metabolic process	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SGPP2	1
GO:0035357	GO:0035357	peroxisome proliferator activated receptor signaling pathway	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	TWIST1	1
GO:0042053	GO:0042053	regulation of dopamine metabolic process	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	GPR37	1
GO:0042069	GO:0042069	regulation of catecholamine metabolic process	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	GPR37	1
GO:0043031	GO:0043031	negative regulation of macrophage activation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	IL31RA	1
GO:0043371	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	FOXP3	1
GO:0045655	GO:0045655	regulation of monocyte differentiation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	IRF7	1
GO:0046823	GO:0046823	negative regulation of nucleocytoplasmic transport	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	FERMT1	1
GO:0048846	GO:0048846	axon extension involved in axon guidance	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	WNT3	1
GO:0060713	GO:0060713	labyrinthine layer morphogenesis	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	ST14	1
GO:0060972	GO:0060972	left/right pattern formation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	PITX2	1
GO:0070584	GO:0070584	mitochondrion morphogenesis	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	POLG2	1
GO:0071636	GO:0071636	positive regulation of transforming growth factor beta production	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	FOXP3	1
GO:0072234	GO:0072234	metanephric nephron tubule development	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	LGR4	1
GO:0090195	GO:0090195	chemokine secretion	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	POSTN	1
GO:0090370	GO:0090370	negative regulation of cholesterol efflux	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	EGF	1
GO:0097062	GO:0097062	dendritic spine maintenance	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	ITPKA	1
GO:0097503	GO:0097503	sialylation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	ST6GALNAC1	1
GO:0098743	GO:0098743	cell aggregation	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	COL11A1	1
GO:1901673	GO:1901673	regulation of mitotic spindle assembly	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	PLK1	1
GO:1902259	GO:1902259	regulation of delayed rectifier potassium channel activity	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	RNF207	1
GO:1902284	GO:1902284	neuron projection extension involved in neuron projection guidance	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	WNT3	1
GO:1903204	GO:1903204	negative regulation of oxidative stress-induced neuron death	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	SLC7A11	1
GO:1905523	GO:1905523	positive regulation of macrophage migration	1/899	20/17913	0.643123074652279	0.919613765328179	0.838161320053577	MDK	1
GO:0006813	GO:0006813	potassium ion transport	9/899	194/17913	0.643142204723643	0.919613765328179	0.838161320053577	KCNN4/STK39/HCN3/RNF207/NETO2/KCNQ3/GAL/KCNK1/KCNK5	9
GO:0070613	GO:0070613	regulation of protein processing	8/899	173/17913	0.644068630012877	0.920667175685565	0.839121427273579	ENO1/F12/ADAM8/MELTF/CFB/CD19/CR2/MAGEA3	8
GO:0008543	GO:0008543	fibroblast growth factor receptor signaling pathway	5/899	109/17913	0.644505244369351	0.920748881638052	0.839195896329583	POLR2H/SHCBP1/SULF1/RUNX2/ESRP1	5
GO:0090175	GO:0090175	regulation of establishment of planar polarity	5/899	109/17913	0.644505244369351	0.920748881638052	0.839195896329583	CTHRC1/SAPCD2/CELSR3/GRHL3/ARHGEF19	5
GO:0003231	GO:0003231	cardiac ventricle development	6/899	131/17913	0.648319486871742	0.925055801144841	0.843121341418899	SOX4/COL11A1/SALL4/MESP1/STRA6/DSP	6
GO:0006119	GO:0006119	oxidative phosphorylation	6/899	131/17913	0.648319486871742	0.925055801144841	0.843121341418899	CCNB1/UQCC2/SHMT2/CDK1/PPIF/COA6	6
GO:0048813	GO:0048813	dendrite morphogenesis	6/899	131/17913	0.648319486871742	0.925055801144841	0.843121341418899	ITPKA/NSMF/NGEF/EPHB2/DBN1/SRCIN1	6
GO:0016358	GO:0016358	dendrite development	10/899	216/17913	0.64847120547481	0.925055801144841	0.843121341418899	CDC20/EZH2/IGSF9/ITPKA/NSMF/NGEF/EPHB2/DBN1/SRCIN1/FOXO6	10
GO:0002292	GO:0002292	T cell differentiation involved in immune response	3/899	66/17913	0.650278178814323	0.925055801144841	0.843121341418899	FOXP3/IL23A/CCL19	3
GO:0015844	GO:0015844	monoamine transport	3/899	66/17913	0.650278178814323	0.925055801144841	0.843121341418899	STX1A/SLC29A4/AGT	3
GO:0043030	GO:0043030	regulation of macrophage activation	3/899	66/17913	0.650278178814323	0.925055801144841	0.843121341418899	HSPD1/MIF/IL31RA	3
GO:1905207	GO:1905207	regulation of cardiocyte differentiation	3/899	66/17913	0.650278178814323	0.925055801144841	0.843121341418899	KAT2A/PAK1/GREM1	3
GO:1904705	GO:1904705	regulation of vascular smooth muscle cell proliferation	4/899	88/17913	0.650342472139732	0.925055801144841	0.843121341418899	PAK1/P2RY6/MMP9/AGT	4
GO:1990874	GO:1990874	vascular smooth muscle cell proliferation	4/899	88/17913	0.650342472139732	0.925055801144841	0.843121341418899	PAK1/P2RY6/MMP9/AGT	4
GO:0006805	GO:0006805	xenobiotic metabolic process	5/899	110/17913	0.652474806678674	0.925055801144841	0.843121341418899	BPHL/NQO1/ACY3/AOC1/AKR7A3	5
GO:1901653	GO:1901653	cellular response to peptide	17/899	364/17913	0.655309100690353	0.925055801144841	0.843121341418899	PPAT/CDC6/CCNA2/GJB2/PAK1/TIMELESS/BRIP1/BAIAP2L1/CEACAM1/DDX11/SRD5A1/ATP6V1C2/EIF4EBP1/MZB1/GCLC/AGT/CPS1	17
GO:0001754	GO:0001754	eye photoreceptor cell differentiation	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	MYO7A/THY1	2
GO:0016574	GO:0016574	histone ubiquitination	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	UHRF1/CBX8	2
GO:0042461	GO:0042461	photoreceptor cell development	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	MYO7A/THY1	2
GO:0050706	GO:0050706	regulation of interleukin-1 beta secretion	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	AIM2/CCL19	2
GO:0060393	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	TTK/GREM1	2
GO:0071827	GO:0071827	plasma lipoprotein particle organization	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	P4HB/AGT	2
GO:0072523	GO:0072523	purine-containing compound catabolic process	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	XDH/NT5E	2
GO:1900274	GO:1900274	regulation of phospholipase C activity	2/899	44/17913	0.655323942276001	0.925055801144841	0.843121341418899	P2RY6/AGT	2
GO:0010821	GO:0010821	regulation of mitochondrion organization	8/899	175/17913	0.65676652433956	0.925055801144841	0.843121341418899	MYO19/PPIF/MICALL2/BIK/MMP9/E2F1/PMAIP1/SFN	8
GO:0006364	GO:0006364	rRNA processing	7/899	154/17913	0.659173533864928	0.925055801144841	0.843121341418899	NPM3/DCAF13/DKC1/MRM1/BOP1/BYSL/EXOSC5	7
GO:0051271	GO:0051271	negative regulation of cellular component movement	17/899	365/17913	0.659710349263378	0.925055801144841	0.843121341418899	FRMD5/TIMP1/WNT3/GREM1/MARVELD3/COL3A1/CXCL13/PLXNB3/SULF1/IDH2/IGFBP3/THY1/ADGRG1/MIF/KRT16/PIP5KL1/PFN2	17
GO:0035305	GO:0035305	negative regulation of dephosphorylation	5/899	111/17913	0.660329803663344	0.925055801144841	0.843121341418899	PPP1R14B/PKMYT1/KNL1/PPP1R14D/PPP1R35	5
GO:0045669	GO:0045669	positive regulation of osteoblast differentiation	3/899	67/17913	0.660341394112941	0.925055801144841	0.843121341418899	CTHRC1/CCN4/RUNX2	3
GO:0050918	GO:0050918	positive chemotaxis	3/899	67/17913	0.660341394112941	0.925055801144841	0.843121341418899	PLXNB3/MIF/SAA1	3
GO:0061180	GO:0061180	mammary gland epithelium development	3/899	67/17913	0.660341394112941	0.925055801144841	0.843121341418899	IQGAP3/WNT3/TNFSF11	3
GO:0001562	GO:0001562	response to protozoan	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	VTCN1	1
GO:0001956	GO:0001956	positive regulation of neurotransmitter secretion	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	STX1A	1
GO:0002089	GO:0002089	lens morphogenesis in camera-type eye	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	NECTIN1	1
GO:0003094	GO:0003094	glomerular filtration	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	SULF1	1
GO:0003177	GO:0003177	pulmonary valve development	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	STRA6	1
GO:0003283	GO:0003283	atrial septum development	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	SOX4	1
GO:0003351	GO:0003351	epithelial cilium movement	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	CABYR	1
GO:0006067	GO:0006067	ethanol metabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	ALDH3B2	1
GO:0006085	GO:0006085	acetyl-CoA biosynthetic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PDK1	1
GO:0006907	GO:0006907	pinocytosis	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PROM2	1
GO:0015813	GO:0015813	L-glutamate transmembrane transport	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	SLC7A11	1
GO:0019228	GO:0019228	neuronal action potential	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	GPR35	1
GO:0019682	GO:0019682	glyceraldehyde-3-phosphate metabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TPI1	1
GO:0021854	GO:0021854	hypothalamus development	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	SRD5A1	1
GO:0022010	GO:0022010	central nervous system myelination	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	FA2H	1
GO:0031290	GO:0031290	retinal ganglion cell axon guidance	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	EPHB2	1
GO:0031935	GO:0031935	regulation of chromatin silencing	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	HMGA1	1
GO:0032291	GO:0032291	axon ensheathment in central nervous system	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	FA2H	1
GO:0032373	GO:0032373	positive regulation of sterol transport	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	ABCA12	1
GO:0032376	GO:0032376	positive regulation of cholesterol transport	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	ABCA12	1
GO:0032401	GO:0032401	establishment of melanosome localization	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	CDH3	1
GO:0032462	GO:0032462	regulation of protein homooligomerization	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	BIK	1
GO:0032928	GO:0032928	regulation of superoxide anion generation	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	AGT	1
GO:0035455	GO:0035455	response to interferon-alpha	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	MX2	1
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	CCNA2	1
GO:0036150	GO:0036150	phosphatidylserine acyl-chain remodeling	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PLA2G4A	1
GO:0039531	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TSPAN6	1
GO:0042135	GO:0042135	neurotransmitter catabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	ACHE	1
GO:0042402	GO:0042402	cellular biogenic amine catabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	SMOX	1
GO:0042749	GO:0042749	regulation of circadian sleep/wake cycle	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	NMU	1
GO:0044458	GO:0044458	motile cilium assembly	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	MCIDAS	1
GO:0046058	GO:0046058	cAMP metabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PTHLH	1
GO:0050951	GO:0050951	sensory perception of temperature stimulus	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TRPM8	1
GO:0051156	GO:0051156	glucose 6-phosphate metabolic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	HKDC1	1
GO:0051900	GO:0051900	regulation of mitochondrial depolarization	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	GCLC	1
GO:0060008	GO:0060008	Sertoli cell differentiation	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	CTSV	1
GO:0071379	GO:0071379	cellular response to prostaglandin stimulus	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	P2RY6	1
GO:0071498	GO:0071498	cellular response to fluid shear stress	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TFPI2	1
GO:0097709	GO:0097709	connective tissue replacement	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TIMP1	1
GO:0099563	GO:0099563	modification of synaptic structure	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PFN2	1
GO:1901798	GO:1901798	positive regulation of signal transduction by p53 class mediator	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	PMAIP1	1
GO:1902884	GO:1902884	positive regulation of response to oxidative stress	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	MMP3	1
GO:2000144	GO:2000144	positive regulation of DNA-templated transcription, initiation	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	TWIST1	1
GO:2000269	GO:2000269	regulation of fibroblast apoptotic process	1/899	21/17913	0.661053681922586	0.925055801144841	0.843121341418899	XRCC2	1
GO:0050880	GO:0050880	regulation of blood vessel size	6/899	133/17913	0.66274671889901	0.926998387135919	0.844891867807245	COMP/GCLC/FGB/EDN2/AGT/CPS1	6
GO:0006457	GO:0006457	protein folding	8/899	176/17913	0.663014918967396	0.926998387135919	0.844891867807245	PDIA4/CCT3/TRAP1/ERO1A/HSPE1/PRDX4/HSPD1/CCT5	8
GO:0045333	GO:0045333	cellular respiration	8/899	176/17913	0.663014918967396	0.926998387135919	0.844891867807245	CCNB1/TRAP1/SHMT2/CDK1/POLG2/COA6/MTFR1/IDH2	8
GO:0051090	GO:0051090	regulation of DNA-binding transcription factor activity	20/899	429/17913	0.665868503805551	0.927794242982117	0.845617232750411	EZH2/TONSL/TRAIP/FANCA/FANCD2/IRAK1/FOXP3/GREM1/ADAM8/CARD14/TRAF5/CARD11/TNFSF11/TRIM31/AIM2/CDKN2A/FOXA1/TWIST1/AGT/ADGRF1	20
GO:0006109	GO:0006109	regulation of carbohydrate metabolic process	9/899	198/17913	0.666973066041655	0.927794242982117	0.845617232750411	KAT2A/NLN/PHLDA2/PDK1/P2RY6/IGFBP3/NUP155/EGF/PMAIP1	9
GO:0001974	GO:0001974	blood vessel remodeling	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	CEACAM1/AGT	2
GO:0002833	GO:0002833	positive regulation of response to biotic stimulus	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	HSPD1/MIF	2
GO:0005978	GO:0005978	glycogen biosynthetic process	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	PGM2L1/GYG2	2
GO:0009250	GO:0009250	glucan biosynthetic process	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	PGM2L1/GYG2	2
GO:0010463	GO:0010463	mesenchymal cell proliferation	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	SIX1/SIX2	2
GO:0043039	GO:0043039	tRNA aminoacylation	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	VARS1/DARS2	2
GO:0045581	GO:0045581	negative regulation of T cell differentiation	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	MDK/FOXP3	2
GO:0046580	GO:0046580	negative regulation of Ras protein signal transduction	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	RASAL1/EPHB2	2
GO:0071675	GO:0071675	regulation of mononuclear cell migration	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	MDK/GREM1	2
GO:0072604	GO:0072604	interleukin-6 secretion	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	PAEP/TWIST1	2
GO:1903018	GO:1903018	regulation of glycoprotein metabolic process	2/899	45/17913	0.667445086977863	0.927794242982117	0.845617232750411	RAMP1/CCL19	2
GO:0015908	GO:0015908	fatty acid transport	4/899	90/17913	0.667727554356966	0.927794242982117	0.845617232750411	ERFE/TNFSF11/MIF/PLA2G4A	4
GO:0006790	GO:0006790	sulfur compound metabolic process	16/899	346/17913	0.668152622400455	0.927794242982117	0.845617232750411	B3GNT3/GGCT/SLC25A10/B4GALT2/PC/PDK1/SLC5A6/CHPF/THEM5/UGDH/SLC7A11/OPLAH/VCAN/GCLC/CPS1/BHMT2	16
GO:0030072	GO:0030072	peptide hormone secretion	11/899	241/17913	0.669704808962967	0.927794242982117	0.845617232750411	STX1A/SLC2A1/UQCC2/SOX4/SYT7/TFR2/NMU/BMP8A/TNFSF11/GAL/FGB	11
GO:0031644	GO:0031644	regulation of neurological system process	6/899	134/17913	0.669819700234552	0.927794242982117	0.845617232750411	STX1A/TNFRSF21/NMU/GPR35/GRIN2D/AGT	6
GO:0035150	GO:0035150	regulation of tube size	6/899	134/17913	0.669819700234552	0.927794242982117	0.845617232750411	COMP/GCLC/FGB/EDN2/AGT/CPS1	6
GO:0009060	GO:0009060	aerobic respiration	3/899	68/17913	0.670193453573691	0.927794242982117	0.845617232750411	SHMT2/MTFR1/IDH2	3
GO:0032436	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	3/899	68/17913	0.670193453573691	0.927794242982117	0.845617232750411	PLK1/AURKA/GCLC	3
GO:0042698	GO:0042698	ovulation cycle	3/899	68/17913	0.670193453573691	0.927794242982117	0.845617232750411	MDK/ZP3/MMP7	3
GO:0043647	GO:0043647	inositol phosphate metabolic process	3/899	68/17913	0.670193453573691	0.927794242982117	0.845617232750411	P2RY6/ITPKA/MIOX	3
GO:2000146	GO:2000146	negative regulation of cell motility	16/899	347/17913	0.672589105186153	0.927794242982117	0.845617232750411	FRMD5/TIMP1/GREM1/MARVELD3/COL3A1/CXCL13/PLXNB3/SULF1/IDH2/IGFBP3/THY1/ADGRG1/MIF/KRT16/PIP5KL1/PFN2	16
GO:0051169	GO:0051169	nuclear transport	14/899	305/17913	0.672793320928397	0.927794242982117	0.845617232750411	FERMT1/GTSE1/SNRPE/HMGA1/KPNA2/ECT2/MMP12/NUP155/KPNA7/NUP62CL/MX2/SFN/SIX2/AGT	14
