ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0090114	GO:0090114	COPII-coated vesicle budding	5/1389	70/17913	0.640762906241504	0.826012213775762	0.556820408781634	GRIA1/F8/INSIG1/FOLR1/SERPINA1	5
GO:0098876	GO:0098876	vesicle-mediated transport to the plasma membrane	5/1389	70/17913	0.640762906241504	0.826012213775762	0.556820408781634	SPTBN1/VAMP2/ARHGAP44/PKDCC/MAPK10	5
GO:0000018	GO:0000018	regulation of DNA recombination	6/1389	84/17913	0.642315813349664	0.826012213775762	0.556820408781634	ZNF365/IL7R/RADX/TNFSF13/TFRC/PTPRC	6
GO:0002715	GO:0002715	regulation of natural killer cell mediated immunity	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	HLA-E/SH2D1B/CADM1	3
GO:0032456	GO:0032456	endocytic recycling	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	ACTN2/NDRG4/EHD2	3
GO:0048247	GO:0048247	lymphocyte chemotaxis	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	GAS6/CCL2/CCL21	3
GO:0061001	GO:0061001	regulation of dendritic spine morphogenesis	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	ARC/LRRK2/SHANK3	3
GO:0086004	GO:0086004	regulation of cardiac muscle cell contraction	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	CAV1/ATP1A2/GJA5	3
GO:0090382	GO:0090382	phagosome maturation	3/1389	42/17913	0.64247614936273	0.826012213775762	0.556820408781634	SRPX/P2RX7/UNC13B	3
GO:0050852	GO:0050852	T cell receptor signaling pathway	13/1389	180/17913	0.646199276920656	0.826012213775762	0.556820408781634	PRKCQ/PIK3R1/THEMIS2/HLA-DRA/HLA-DPA1/CD4/HLA-DPB1/HLA-DRB1/HLA-DRB5/FYB2/PTPRC/HLA-DQB1/HLA-DQA1	13
GO:0021987	GO:0021987	cerebral cortex development	8/1389	112/17913	0.64710689827178	0.826012213775762	0.556820408781634	SLIT2/DIXDC1/NTRK2/DAB2IP/FAT4/BCL2A1/P2RY12/LRP1	8
GO:0042157	GO:0042157	lipoprotein metabolic process	8/1389	112/17913	0.64710689827178	0.826012213775762	0.556820408781634	LDLR/APOLD1/PCSK9/APOL3/APOA1/APOC1/APOL4/LRP1	8
GO:0051656	GO:0051656	establishment of organelle localization	33/1389	448/17913	0.648057335526599	0.826012213775762	0.556820408781634	GRIA1/ADRA1A/LIN7A/FGF10/FOXF1/FEZ1/FGR/P2RY1/F8/WNT7A/KIF1C/TRIM58/VAMP2/GATA2/SNCA/LRRK2/RIPOR1/BTK/MYH10/NR4A3/PLA2G3/RIMS4/CNR1/P2RX1/GAB2/FCER1G/P2RX7/SYP/PRKCZ/UNC13D/UNC13B/FOLR1/SERPINA1	33
GO:0002087	GO:0002087	regulation of respiratory gaseous exchange by neurological system process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ATP1A2	1
GO:0002679	GO:0002679	respiratory burst involved in defense response	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	HCK	1
GO:0006000	GO:0006000	fructose metabolic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ALDH1A1	1
GO:0007183	GO:0007183	SMAD protein complex assembly	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	SMAD6	1
GO:0009312	GO:0009312	oligosaccharide biosynthetic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ST6GALNAC5	1
GO:0010561	GO:0010561	negative regulation of glycoprotein biosynthetic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	HBEGF	1
GO:0014745	GO:0014745	negative regulation of muscle adaptation	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	KLF4	1
GO:0016024	GO:0016024	CDP-diacylglycerol biosynthetic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	AGPAT4	1
GO:0016114	GO:0016114	terpenoid biosynthetic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ALDH1A2	1
GO:0018410	GO:0018410	C-terminal protein amino acid modification	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	AGTPBP1	1
GO:0021535	GO:0021535	cell migration in hindbrain	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ARL13B	1
GO:0021819	GO:0021819	layer formation in cerebral cortex	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	DAB2IP	1
GO:0021978	GO:0021978	telencephalon regionalization	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	BMP2	1
GO:0021984	GO:0021984	adenohypophysis development	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	BMP2	1
GO:0030656	GO:0030656	regulation of vitamin metabolic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	IL1B	1
GO:0031223	GO:0031223	auditory behavior	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	SHANK3	1
GO:0032530	GO:0032530	regulation of microvillus organization	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PODXL	1
GO:0032536	GO:0032536	regulation of cell projection size	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	WNT7A	1
GO:0032802	GO:0032802	low-density lipoprotein particle receptor catabolic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PCSK9	1
GO:0033127	GO:0033127	regulation of histone phosphorylation	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	IL1B	1
GO:0034214	GO:0034214	protein hexamerization	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	LRRC8C	1
GO:0034331	GO:0034331	cell junction maintenance	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	RASSF8	1
GO:0035020	GO:0035020	regulation of Rac protein signal transduction	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	RASGRF1	1
GO:0035723	GO:0035723	interleukin-15-mediated signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CD4	1
GO:0036109	GO:0036109	alpha-linolenic acid metabolic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	HSD17B4	1
GO:0038007	GO:0038007	netrin-activated signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	DCC	1
GO:0038092	GO:0038092	nodal signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CITED2	1
GO:0042635	GO:0042635	positive regulation of hair cycle	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	TGFB2	1
GO:0043374	GO:0043374	CD8-positive, alpha-beta T cell differentiation	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	NCKAP1L	1
GO:0045759	GO:0045759	negative regulation of action potential	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CNR1	1
GO:0046415	GO:0046415	urate metabolic process	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ABCG2	1
GO:0047484	GO:0047484	regulation of response to osmotic stress	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ABCB1	1
GO:0048291	GO:0048291	isotype switching to IgG isotypes	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PTPRC	1
GO:0048311	GO:0048311	mitochondrion distribution	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	LRRK2	1
GO:0051085	GO:0051085	chaperone cofactor-dependent protein refolding	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CD74	1
GO:0051386	GO:0051386	regulation of neurotrophin TRK receptor signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	AGTR2	1
GO:0051447	GO:0051447	negative regulation of meiotic cell cycle	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	DUSP1	1
GO:0051645	GO:0051645	Golgi localization	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	RIPOR1	1
GO:0060312	GO:0060312	regulation of blood vessel remodeling	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	FLT4	1
GO:0060397	GO:0060397	JAK-STAT cascade involved in growth hormone signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	GHR	1
GO:0060576	GO:0060576	intestinal epithelial cell development	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	HOXA5	1
GO:0060712	GO:0060712	spongiotrophoblast layer development	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	SOCS3	1
GO:0061029	GO:0061029	eyelid development in camera-type eye	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	JUN	1
GO:0061052	GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PI16	1
GO:0070208	GO:0070208	protein heterotrimerization	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	C1QTNF2	1
GO:0070431	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	TLR4	1
GO:0070863	GO:0070863	positive regulation of protein exit from endoplasmic reticulum	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	SLC51B	1
GO:0070989	GO:0070989	oxidative demethylation	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CYP1A2	1
GO:0071287	GO:0071287	cellular response to manganese ion	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	LRRK2	1
GO:0071350	GO:0071350	cellular response to interleukin-15	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CD4	1
GO:0090677	GO:0090677	reversible differentiation	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PDGFB	1
GO:0098903	GO:0098903	regulation of membrane repolarization during action potential	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CAV1	1
GO:1900025	GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	FBLN1	1
GO:1902414	GO:1902414	protein localization to cell junction	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	HEG1	1
GO:1902713	GO:1902713	regulation of interferon-gamma secretion	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	CD244	1
GO:1902894	GO:1902894	negative regulation of pri-miRNA transcription by RNA polymerase II	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	PDGFB	1
GO:1903025	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1/1389	13/17913	0.649933828798857	0.826012213775762	0.556820408781634	ENHO	1
GO:0000737	GO:0000737	DNA catabolic process, endonucleolytic	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	DNASE1L3/IL6	2
GO:0008209	GO:0008209	androgen metabolic process	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	HSD17B6/HSD17B4	2
GO:0010458	GO:0010458	exit from mitosis	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	RGCC/CDKN1C	2
GO:0018146	GO:0018146	keratan sulfate biosynthetic process	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	OGN/PRELP	2
GO:0032607	GO:0032607	interferon-alpha production	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	TLR4/TLR8	2
GO:0042634	GO:0042634	regulation of hair cycle	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	PER1/TGFB2	2
GO:0048265	GO:0048265	response to pain	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	EDNRB/GJA4	2
GO:0048384	GO:0048384	retinoic acid receptor signaling pathway	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	RXRG/ALDH1A2	2
GO:0050974	GO:0050974	detection of mechanical stimulus involved in sensory perception	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	SCN1A/CXCL12	2
GO:0052312	GO:0052312	modulation of transcription in other organism involved in symbiotic interaction	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	INPP5K/JUN	2
GO:0060765	GO:0060765	regulation of androgen receptor signaling pathway	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	TCF21/DAB2	2
GO:0090344	GO:0090344	negative regulation of cell aging	2/1389	28/17913	0.650248603894095	0.826012213775762	0.556820408781634	MAP3K3/AKT3	2
GO:0009100	GO:0009100	glycoprotein metabolic process	27/1389	369/17913	0.652908685817337	0.828874556289047	0.558749933190281	ST8SIA6/SPOCK2/MGAT3/ST6GALNAC3/HBEGF/ST6GALNAC5/NDST1/MFNG/BMPR2/HYAL1/IHH/GALNT18/ST6GALNAC2/SLC51B/BMP2/GALNT13/ASGR1/NDNF/DCN/UST/GCNT4/TMTC1/PTX3/CHST9/GALNT5/MUC15/CCL21	27
GO:0005977	GO:0005977	glycogen metabolic process	5/1389	71/17913	0.65327206712913	0.828874556289047	0.558749933190281	C1QTNF2/INPP5K/LEPR/PCDH12/SORBS1	5
GO:0019674	GO:0019674	NAD metabolic process	5/1389	71/17913	0.65327206712913	0.828874556289047	0.558749933190281	GPD1/HK3/BST1/KMO/PTGIS	5
GO:0033555	GO:0033555	multicellular organismal response to stress	5/1389	71/17913	0.65327206712913	0.828874556289047	0.558749933190281	EDNRB/ADRB1/NOS1/GJA4/GJA1	5
GO:0034637	GO:0034637	cellular carbohydrate biosynthetic process	5/1389	71/17913	0.65327206712913	0.828874556289047	0.558749933190281	C1QTNF2/NDST1/INPP5K/SORBS1/HAS1	5
GO:0043506	GO:0043506	regulation of JUN kinase activity	6/1389	85/17913	0.653756674921411	0.828903079112185	0.558769160617884	AGER/SASH1/FZD4/ZEB2/EDN1/DAB2IP	6
GO:0048704	GO:0048704	embryonic skeletal system morphogenesis	6/1389	85/17913	0.653756674921411	0.828903079112185	0.558769160617884	TGFBR2/HYAL1/FGFR2/ZEB1/HOXA5/WNT9A	6
GO:1903901	GO:1903901	negative regulation of viral life cycle	6/1389	85/17913	0.653756674921411	0.828903079112185	0.558769160617884	FCN3/INPP5K/FCN1/PTX3/SLPI/OASL	6
GO:0010665	GO:0010665	regulation of cardiac muscle cell apoptotic process	4/1389	57/17913	0.654334880622661	0.829050151313996	0.558868302981843	CXCR2/HSPB6/MYOCD/NUPR1	4
GO:0035418	GO:0035418	protein localization to synapse	4/1389	57/17913	0.654334880622661	0.829050151313996	0.558868302981843	WNT7A/ARHGAP44/MAPK10/PRKCZ	4
GO:0045604	GO:0045604	regulation of epidermal cell differentiation	4/1389	57/17913	0.654334880622661	0.829050151313996	0.558868302981843	PRKCH/ZFP36/ALOX15B/SULT2B1	4
GO:0001824	GO:0001824	blastocyst development	7/1389	99/17913	0.655120113463457	0.829849654083536	0.559407253195329	NECAB1/ST8SIA6/SOX17/MFNG/PPP4R4/JUNB/HOPX	7
GO:0010508	GO:0010508	positive regulation of autophagy	8/1389	113/17913	0.6570129341956	0.832051447142039	0.560891496757884	ADRB2/MEFV/HSPB8/LRRK2/DCN/DAPK1/PRKD1/KDR	8
GO:0006473	GO:0006473	protein acetylation	14/1389	195/17913	0.657416576389676	0.832366728835964	0.56110403027587	NOS1/GATA2/SNCA/MYOCD/ARRB1/APBB1/SPI1/KAT2B/KLF15/PER1/NAP1L2/IL1B/NUPR1/SDR16C5	14
GO:0006893	GO:0006893	Golgi to plasma membrane transport	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	SPTBN1/VAMP2/PKDCC	3
GO:0034105	GO:0034105	positive regulation of tissue remodeling	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	DCSTAMP/CA2/TFRC	3
GO:0034198	GO:0034198	cellular response to amino acid starvation	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	SESN1/ATF3/PRKD1	3
GO:0035094	GO:0035094	response to nicotine	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	ATP1A2/EDN1/CNR1	3
GO:0042771	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	CD44/NUPR1/CD74	3
GO:1902373	GO:1902373	negative regulation of mRNA catabolic process	3/1389	43/17913	0.658395824437304	0.832431374834853	0.561147608580073	SLC11A1/ZFP36/AXIN2	3
GO:0046467	GO:0046467	membrane lipid biosynthetic process	9/1389	127/17913	0.659236094993545	0.833297962687401	0.561731781300831	ST8SIA6/ST6GALNAC5/PLPP3/P2RX1/CCN1/P2RX7/SGMS2/PRKD1/ALDH3B1	9
GO:0038094	GO:0038094	Fc-gamma receptor signaling pathway	10/1389	141/17913	0.661668953713394	0.835980427314339	0.563540048812139	PRKCE/FGR/CLEC4E/PIK3R1/NCKAP1L/HCK/ELMO1/FCGR3A/FCGR1A/PTPRC	10
GO:0051053	GO:0051053	negative regulation of DNA metabolic process	10/1389	141/17913	0.661668953713394	0.835980427314339	0.563540048812139	ACVRL1/ANKRD1/DACH1/GPER1/BMPR2/RADX/PPARG/DUSP1/GJA1/RGN	10
GO:0006094	GO:0006094	gluconeogenesis	6/1389	86/17913	0.66496960004378	0.839953384468446	0.566218246046668	GPD1/LEPR/RBP4/KAT2B/FBP1/ATF3	6
GO:0006073	GO:0006073	cellular glucan metabolic process	5/1389	72/17913	0.665499780425182	0.840228605928649	0.5664037746907	C1QTNF2/INPP5K/LEPR/PCDH12/SORBS1	5
GO:0044042	GO:0044042	glucan metabolic process	5/1389	72/17913	0.665499780425182	0.840228605928649	0.5664037746907	C1QTNF2/INPP5K/LEPR/PCDH12/SORBS1	5
GO:0051193	GO:0051193	regulation of cofactor metabolic process	8/1389	114/17913	0.666753836269562	0.841614448268007	0.567337980365917	GPD1/PDK4/SNCA/DUOXA1/FBP1/CBFA2T3/P2RX7/NUPR1	8
GO:0072522	GO:0072522	purine-containing compound biosynthetic process	21/1389	291/17913	0.667087884094313	0.841838626714704	0.567489100570011	GPD1/NPR1/GUCY1A2/ADCY4/PDK4/PID1/SNCA/ACACB/PAPSS2/HK3/FBP1/SCD5/AK1/ADCY9/GUCA2A/CBFA2T3/HACD1/ACSL4/P2RX7/SCD/NUPR1	21
GO:0043966	GO:0043966	histone H3 acetylation	4/1389	58/17913	0.667890866870236	0.8424662967536	0.567912217179923	SPI1/KAT2B/PER1/NAP1L2	4
GO:1900542	GO:1900542	regulation of purine nucleotide metabolic process	9/1389	128/17913	0.66841891781005	0.8424662967536	0.567912217179923	GPD1/PDK4/PID1/SNCA/FBP1/GUCA2A/CBFA2T3/P2RX7/NUPR1	9
GO:0021602	GO:0021602	cranial nerve morphogenesis	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	ADARB1/EGR2	2
GO:0031297	GO:0031297	replication fork processing	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	ZNF365/SAMHD1	2
GO:0032372	GO:0032372	negative regulation of sterol transport	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	PCSK9/APOC1	2
GO:0032375	GO:0032375	negative regulation of cholesterol transport	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	PCSK9/APOC1	2
GO:0035666	GO:0035666	TRIF-dependent toll-like receptor signaling pathway	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	CD300LF/TLR4	2
GO:0050650	GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	DCN/CHST9	2
GO:0070723	GO:0070723	response to cholesterol	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	TGFBR2/HMGCS1	2
GO:0071480	GO:0071480	cellular response to gamma radiation	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	CRYAB/EGR1	2
GO:0097106	GO:0097106	postsynaptic density organization	2/1389	29/17913	0.66930745560707	0.8424662967536	0.567912217179923	SHANK3/LRRC4	2
GO:0002431	GO:0002431	Fc receptor mediated stimulatory signaling pathway	10/1389	142/17913	0.670373780182359	0.843199563569758	0.568406517290151	PRKCE/FGR/NR4A3/PIK3R1/NCKAP1L/HCK/ELMO1/FCGR3A/FCGR1A/PTPRC	10
GO:0046434	GO:0046434	organophosphate catabolic process	16/1389	224/17913	0.670878792788544	0.843199563569758	0.568406517290151	GPD1/PNPLA6/INPP5K/PDE5A/LDLR/ABHD6/PDE2A/PDE8B/HK3/FBP1/SAMHD1/CBFA2T3/APOC1/P2RX7/ENPP2/NUPR1	16
GO:0030071	GO:0030071	regulation of mitotic metaphase/anaphase transition	3/1389	44/17913	0.673797105681191	0.843199563569758	0.568406517290151	DUSP1/HECW2/USP44	3
GO:0044782	GO:0044782	cilium organization	25/1389	346/17913	0.674028037964025	0.843199563569758	0.568406517290151	KIF17/ARL13B/RFX2/ABLIM3/PLA2G3/WWTR1/FHDC1/TUBA1A/DCDC2/DYNLRB2/DNAI2/RSPH4A/ZMYND10/CFAP73/IFT57/DNAI1/ABLIM1/DRC1/SNX10/ARMC4/CFAP43/RSPH1/DNAAF1/TEKT2/CFAP53	25
GO:0070498	GO:0070498	interleukin-1-mediated signaling pathway	7/1389	101/17913	0.675734839613362	0.843199563569758	0.568406517290151	MAP3K3/IL6/MAP3K8/IL1A/EGR1/IL1B/IRAK3	7
GO:0009260	GO:0009260	ribonucleotide biosynthetic process	20/1389	279/17913	0.676271097690694	0.843199563569758	0.568406517290151	GPD1/NPR1/GUCY1A2/ADCY4/PDK4/PID1/SNCA/ACACB/PAPSS2/HK3/FBP1/SCD5/AK1/ADCY9/CBFA2T3/HACD1/ACSL4/P2RX7/SCD/NUPR1	20
GO:0043620	GO:0043620	regulation of DNA-templated transcription in response to stress	8/1389	115/17913	0.676326766623485	0.843199563569758	0.568406517290151	EPAS1/KLF2/LIMD1/ATF3/EGR1/CITED2/JUN/HIF3A	8
GO:0002834	GO:0002834	regulation of response to tumor cell	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CD274	1
GO:0002837	GO:0002837	regulation of immune response to tumor cell	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CD274	1
GO:0006684	GO:0006684	sphingomyelin metabolic process	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SGMS2	1
GO:0006825	GO:0006825	copper ion transport	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SLC31A2	1
GO:0007035	GO:0007035	vacuolar acidification	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SLC11A1	1
GO:0007214	GO:0007214	gamma-aminobutyric acid signaling pathway	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	PLCL1	1
GO:0010820	GO:0010820	positive regulation of T cell chemotaxis	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CCL21	1
GO:0010917	GO:0010917	negative regulation of mitochondrial membrane potential	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	RNF122	1
GO:0031269	GO:0031269	pseudopodium assembly	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CCL21	1
GO:0032509	GO:0032509	endosome transport via multivesicular body sorting pathway	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	RILP	1
GO:0032688	GO:0032688	negative regulation of interferon-beta production	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SIRPA	1
GO:0032780	GO:0032780	negative regulation of ATPase activity	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	RGN	1
GO:0042249	GO:0042249	establishment of planar polarity of embryonic epithelium	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	FOXF2	1
GO:0042976	GO:0042976	activation of Janus kinase activity	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	GHR	1
GO:0043517	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	ANKRD1	1
GO:0043558	GO:0043558	regulation of translational initiation in response to stress	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	PPP1R15A	1
GO:0045198	GO:0045198	establishment of epithelial cell apical/basal polarity	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	FOXF1	1
GO:0045591	GO:0045591	positive regulation of regulatory T cell differentiation	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	VSIR	1
GO:0045953	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	HLA-E	1
GO:0046037	GO:0046037	GMP metabolic process	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	MAGI3	1
GO:0046341	GO:0046341	CDP-diacylglycerol metabolic process	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	AGPAT4	1
GO:0046459	GO:0046459	short-chain fatty acid metabolic process	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	TYRP1	1
GO:0046606	GO:0046606	negative regulation of centrosome cycle	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	KAT2B	1
GO:0048148	GO:0048148	behavioral response to cocaine	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SNCA	1
GO:0051016	GO:0051016	barbed-end actin filament capping	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	RDX	1
GO:0051775	GO:0051775	response to redox state	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	FKBP1B	1
GO:0060049	GO:0060049	regulation of protein glycosylation	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	SLC51B	1
GO:0061051	GO:0061051	positive regulation of cell growth involved in cardiac muscle cell development	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	EDN1	1
GO:0070234	GO:0070234	positive regulation of T cell apoptotic process	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CD274	1
GO:0090399	GO:0090399	replicative senescence	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	MME	1
GO:0097154	GO:0097154	GABAergic neuron differentiation	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	GATA2	1
GO:0099171	GO:0099171	presynaptic modulation of chemical synaptic transmission	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	CNR1	1
GO:0106070	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	NOS1	1
GO:1901626	GO:1901626	regulation of postsynaptic membrane organization	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	PTN	1
GO:1903054	GO:1903054	negative regulation of extracellular matrix organization	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	ADTRP	1
GO:1904748	GO:1904748	regulation of apoptotic process involved in development	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	TGFB2	1
GO:1904889	GO:1904889	regulation of excitatory synapse assembly	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	WNT7A	1
GO:1905064	GO:1905064	negative regulation of vascular smooth muscle cell differentiation	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	PDGFB	1
GO:2001224	GO:2001224	positive regulation of neuron migration	1/1389	14/17913	0.677098181413292	0.843199563569758	0.568406517290151	DAB2IP	1
GO:0030518	GO:0030518	intracellular steroid hormone receptor signaling pathway	9/1389	129/17913	0.677453899846882	0.843252240359952	0.568442027069982	TCF21/KANK2/ZNF366/GPER1/CALCOCO1/CRY2/DAB2/LBH/PER1	9
